Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,"Healthcare setting, inpatient",67,3181,377,36,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,"Healthcare setting, outpatient or emergency room",,519,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,"Healthcare setting, dead on arrival",0,24,0,0,0,0,
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,Decedent's home,22,3699,30,,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,Hospice facility,,426,13,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,Nursing home/long term care facility,36,2772,73,,0,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,Other,,485,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,Total - All Places of Death,66,6354,284,20,,332,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,"Healthcare setting, inpatient",27,1797,213,14,,227,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,"Healthcare setting, outpatient or emergency room",,277,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,Decedent's home,10,2154,22,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,Hospice facility,,278,11,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,Nursing home/long term care facility,22,1592,29,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,Other,0,250,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2023,06/24/2023,By Month,2023,6,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,Total - All Places of Death,0,916,52,0,10,62,
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,"Healthcare setting, inpatient",0,204,26,0,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,"Healthcare setting, outpatient or emergency room",0,82,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,"Healthcare setting, dead on arrival",0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,Decedent's home,0,192,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,Hospice facility,0,118,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,Nursing home/long term care facility,0,300,15,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,Other,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,01/31/2020,By Month,2020,1,Rhode Island,Place of death unknown,0,11,0,0,0,0,
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Total - All Places of Death,0,901,33,0,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,"Healthcare setting, inpatient",0,194,18,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,"Healthcare setting, outpatient or emergency room",0,74,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,"Healthcare setting, dead on arrival",0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Decedent's home,0,215,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Hospice facility,0,110,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Nursing home/long term care facility,0,279,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Other,0,10,0,0,0,0,
06/28/2023,02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Place of death unknown,0,18,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,Total - All Places of Death,,959,63,,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,"Healthcare setting, inpatient",,184,27,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,"Healthcare setting, outpatient or emergency room",0,72,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,"Healthcare setting, dead on arrival",0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,Decedent's home,,263,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,Hospice facility,0,124,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,Nursing home/long term care facility,,276,13,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,Other,0,14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2020,03/31/2020,By Month,2020,3,Rhode Island,Place of death unknown,0,22,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Total - All Places of Death,353,1191,186,134,,409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,"Healthcare setting, inpatient",117,252,77,52,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,"Healthcare setting, outpatient or emergency room",,83,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Decedent's home,13,277,12,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Hospice facility,24,118,25,20,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Nursing home/long term care facility,173,407,61,50,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Other,,18,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Place of death unknown,16,34,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,Total - All Places of Death,469,1342,229,183,0,515,
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,"Healthcare setting, inpatient",135,293,104,83,0,156,
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,"Healthcare setting, outpatient or emergency room",,84,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,Decedent's home,13,295,13,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,Hospice facility,41,133,36,34,0,43,
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,Nursing home/long term care facility,263,488,72,60,0,275,
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,Other,,18,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2020,05/31/2020,By Month,2020,5,Rhode Island,Place of death unknown,10,24,0,0,0,10,
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,Total - All Places of Death,148,953,97,60,0,185,
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,"Healthcare setting, inpatient",42,180,45,27,0,60,
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,"Healthcare setting, outpatient or emergency room",,82,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,Decedent's home,,296,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,Hospice facility,12,124,17,11,0,18,
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,Nursing home/long term care facility,80,241,21,15,0,86,
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,Other,0,13,0,0,0,0,
06/28/2023,06/01/2020,06/30/2020,By Month,2020,6,Rhode Island,Place of death unknown,,14,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Rhode Island,Total - All Places of Death,40,809,49,12,0,77,
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Rhode Island,"Healthcare setting, inpatient",14,182,28,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Rhode Island,"Healthcare setting, outpatient or emergency room",,74,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Rhode Island,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Rhode Island,Decedent's home,,263,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2020,07/31/2020,By Month,2020,7,Rhode Island,Hospice facility,,124,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
